Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
rear_right_castor,0,-0.0970023352921985,0.0685711905106061,0,0,0,0.165630168722885,0.000170950243888681,4.43696443974892E-22,6.08573031775317E-20,0.000132557141788528,1.14366499340132E-08,0.000193530591087973,0,0,0,0,0,0,package://mobile_manipulator/meshes/rear_right_castor.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/rear_right_castor.STL,,Backwheel-1/Back Wheel Support-2;Backwheel-1/Base-1;Backwheel-1/Back Wheel Support-1,rear_right_axes,rear_axis,rear_right_castor_joint,fixed,-0.273285258693344,-0.0917770300460072,0.130175,-1.5707963267949,0,0,base_link,0,0,0,,,,,,,,,,,,
rear_right_shaft,1.11022302462516E-16,-1.11022302462516E-16,0.06858,0,0,0,0.0679514721041126,5.51726293118822E-05,2.78367937916384E-22,1.85423853317149E-20,5.51726293118822E-05,8.33371468055621E-22,7.75429241942671E-06,0,0,0,0,0,0,package://mobile_manipulator/meshes/rear_right_shaft.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/rear_right_shaft.STL,,Backwheel-1/Shaft-2,rear_right_axes,rear_axis,rear_right_shaft_joint,continuous,0,0,0,0,0,0,rear_right_castor,0,0,-1,,,,,,,,,,,,
rear_right_wheel,-9.36913719649102E-05,-0.000751935501143053,0.06858,0,0,0,1.55942631528513,0.00546334290510487,4.09192546791388E-09,-1.0020511966622E-18,0.00546337523567005,-8.19160629255159E-20,0.00981623598058745,0,0,0,0,0,0,package://mobile_manipulator/meshes/rear_right_wheel.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/rear_right_wheel.STL,,Backwheel-1/Wheel-1,rear_right_axes,rear_axis,rear_right_wheel_joint,fixed,0,0,0,0,0,0,rear_right_shaft,0,0,0,,,,,,,,,,,,
robot_base,0,0,0.0407930949134881,0,0,0,2.65145043916467,0.00437179269564762,-2.92879474816591E-35,2.70738233273109E-19,0.00437179269564762,-2.3926015820178E-35,0.00438480872973141,0,0,0,0,0,0,package://mobile_manipulator/meshes/robot_base.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/robot_base.STL,,UR3_Assembly-2/Base^UR3_Assembly-1/Base Joint-1,robo_origin_cs,Axis_base,robot_base,fixed,-0.00658525869334392,0.180002969953993,0.403023154484642,0,0,0,base_link,0,0,0,,,,,,,,,,,,
first_link,-0.00337964257052081,-0.00431800680524996,0.0632831520953769,0,0,0,0.812933003492262,0.001391222873496,-4.59311731070834E-05,1.06122999584423E-05,0.00136844706560266,1.35570695734901E-05,0.000972593788340976,0,0,0,0,0,0,package://mobile_manipulator/meshes/first_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/first_link.STL,,UR3_Assembly-2/Base^UR3_Assembly-1/shoulder - base  1-1;UR3_Assembly-2/Base^UR3_Assembly-1/Size 2 Cap-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/size 2 flange-1;UR3_Assembly-2/Base^UR3_Assembly-1/size 2 flange-1,link1_cs,first_axis <UR3_Assembly-2>,first_joint,revolute,0,0,0.0990168455153581,0,0,1.5707963267949,robot_base,0,0,1,10,1000,-3.14,3.14,,,,,,,,
second_link,-0.0117249652598521,0.113380216554954,0.0655525773294785,0,0,0,2.8123573064552,0.00569102915065171,0.000296337947717881,7.98900400083256E-08,0.00285620540335722,-2.18147428304694E-05,0.00505042046755672,0,0,0,0,0,0,package://mobile_manipulator/meshes/second_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/second_link.STL,,UR3_Assembly-2/Arm1^UR3_Assembly-1/shoulder - base  1-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/Size 2 Cap-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/size 2 flange-2;UR3_Assembly-2/Arm1^UR3_Assembly-1/Upper arm-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/size 1 flange-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/Size 1 Cap-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/size 1 shoulder-1;UR3_Assembly-2/Arm1^UR3_Assembly-1/size 1 flange-2,link2_cs,second_axis <UR3_Assembly-2>,second_joint,revolute,-0.0338961788338055,-0.0433133820021778,0.0660000000000001,1.57079632679489,0,-0.664028256978918,first_link,0,0,1,10,1000,-3.14,3.14,,,,,,,,
third_link,-0.0158670003927452,-0.114698553849222,-0.0469580005536696,0,0,0,1.55203212245175,0.00229066474066303,-0.000192015997537938,-2.29268122539127E-05,0.000934394645560603,-5.3747370178705E-05,0.00220295841491764,0,0,0,0,0,0,package://mobile_manipulator/meshes/third_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/third_link.STL,,UR3_Assembly-2/Arm2^UR3_Assembly-1/elbow-1;UR3_Assembly-2/Arm2^UR3_Assembly-1/Arm 2-1;UR3_Assembly-2/Arm2^UR3_Assembly-1/size 1 flange-1;UR3_Assembly-2/Arm2^UR3_Assembly-1/size 0  flange-1;UR3_Assembly-2/Arm2^UR3_Assembly-1/size 0 shoulder 1-1;UR3_Assembly-2/Arm2^UR3_Assembly-1/Size 0 Cap-1;UR3_Assembly-2/Arm2^UR3_Assembly-1/size 0  flange-2,link3_cs,third_axis <UR3_Assembly-2>,third_joint,revolute,-0.0256742174831943,0.253704852320886,0.120997113246635,3.14054681623012,0.0101921553184578,0.000807749939694129,second_link,0,0,1,10,1000,-3.14,3.14,,,,,,,,
fourth_link,-0.000398640384341453,-0.00217665684767709,-0.124547927569575,0,0,0,0.306273745143419,0.000279111594581257,-1.56179838492059E-05,-2.2790888304727E-07,0.000196741690864785,-1.26751358860716E-06,0.000259985330566328,0,0,0,0,0,0,package://mobile_manipulator/meshes/fourth_link.STL,0,0.725490196078431,1,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/fourth_link.STL,,UR3_Assembly-2/Arm3^UR3_Assembly-1/Size 0 Cap-1;UR3_Assembly-2/Arm3^UR3_Assembly-1/size 0 shoulder 1-1;UR3_Assembly-2/Arm3^UR3_Assembly-1/size 0  flange-1,link4_cs,fourth_axis <UR3_Assembly-2>,fourth_joint,revolute,-0.0230427335823264,-0.223455583154106,-0.00570683138097849,-0.0244849750751399,-0.175795305652136,-3.14059771186311,third_link,0,0,1,10,1000,-3.14,3.14,,,,,,,,
fifth_link,-0.00222330534087445,-0.000290458065341781,-0.124894575549453,0,0,0,0.335806792200208,0.000212340633482773,-1.8489480303962E-05,-4.02533595749976E-06,0.00035155920598561,-5.21211992416272E-07,0.000331534918624687,0,0,0,0,0,0,package://mobile_manipulator/meshes/fifth_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/fifth_link.STL,,UR3_Assembly-2/Arm3^UR3_Assembly-1/size 0 shoulder 3-1;UR3_Assembly-2/Arm3^UR3_Assembly-1/Size 0 Cap-2;UR3_Assembly-2/Arm3^UR3_Assembly-1/size 0  flange-2,link5_cs,fifth_axis <UR3_Assembly-2>,fifth_joint,revolute,-0.0081111,-0.044263,-0.1285,1.5708,-1.4416,-0.18124,fourth_link,0,0,1,10,1000,-3.14,3.14,,,,,,,,
sixth_link,-2.22044604925031E-16,0,-0.0273077824736045,0,0,0,0.301964553003429,0.000108562803458864,-2.93285157986801E-20,1.35525271560688E-20,0.000108562803458864,-7.72917564369549E-21,0.000159063531915951,0,0,0,0,0,0,package://mobile_manipulator/meshes/sixth_link.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://mobile_manipulator/meshes/sixth_link.STL,,UR3_Assembly-2/Arm3^UR3_Assembly-1/Tool holder-1,link6_cs,Sixth_axis <UR3_Assembly-2>,sixth_joint,revolute,-0.042638,-0.0055664,-0.1285,-1.5708,0.18122,-1.441,fifth_link,0,0,1,10,1000,-3.14,3.14,,,,,,,,
